Edad,Genero,Frecuencia_compra,Compra_por_recomendacion,Frecuencia_navegacion,Metodo_busqueda,Exploracion,Imp_reseñas,Carrito,Frecuencia_carrito,Factores_abandono,Frecuencia_guardar,Reseña,Confianza_reseñas,Utilidad_reseñas,Frecuencia_recomendaciones,Utilidad_recomendaciones,Precision_recomendaciones,Satisfaccion,Valor,Mejoras,Belleza_y_cuidado_personal,Ropa_y_moda,Alimentación_y_productos_gourmet,Hogar_y_cocina,Otros
23,0,4,0,0,0,1,3,0,2,1,4,0,3,2,2,0,3,2,2,11,1,0,0,0,0
23,2,0,0,0,2,1,3,0,2,0,4,1,3,0,2,0,3,1,0,2,0,1,0,0,0
27,0,4,0,0,2,1,2,0,2,0,4,0,4,2,2,0,2,1,4,2,1,0,0,0,0
23,0,1,0,3,2,1,3,2,5,0,1,1,3,2,2,2,3,2,4,9,0,0,0,0,1
47,0,1,0,3,2,1,1,2,4,0,0,0,0,1,4,2,3,2,2,9,0,1,0,0,0
54,1,1,0,3,1,1,1,1,3,1,1,1,0,1,0,1,3,3,4,9,0,0,0,0,1
46,2,4,0,0,0,1,4,2,4,0,4,0,1,0,2,0,3,3,3,11,1,0,0,1,0
38,0,3,0,1,2,1,2,0,2,1,3,0,1,1,2,0,1,3,0,2,0,0,0,0,1
45,0,0,2,1,0,1,3,2,5,0,0,1,1,0,0,0,2,2,2,11,0,0,1,1,0
34,1,4,1,1,3,1,4,0,2,0,2,1,3,0,3,0,3,2,2,11,0,1,0,0,0
44,0,4,2,0,2,1,2,2,5,1,4,1,3,0,4,2,4,3,0,2,0,1,0,0,0
23,0,0,2,0,0,1,2,0,2,0,4,1,4,0,1,0,3,3,0,2,0,1,0,1,1
32,0,4,1,1,0,0,3,0,2,0,4,0,1,0,3,0,4,5,2,2,1,0,0,0,0
23,0,4,1,2,1,1,3,1,0,0,0,1,3,1,1,0,4,3,2,9,1,0,0,0,0
23,0,0,0,1,0,0,2,2,0,1,2,1,4,0,1,0,3,2,2,2,0,1,0,0,0
23,1,4,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,4,9,0,1,1,1,0
19,0,0,0,1,2,1,2,1,3,1,0,1,1,1,3,1,2,2,3,2,0,1,0,0,0
23,0,1,0,0,1,1,5,1,5,1,0,0,0,1,4,0,4,1,4,13,1,0,0,0,1
23,0,0,0,1,1,1,3,0,2,1,0,1,1,0,1,1,3,3,2,2,1,1,0,0,0
34,1,4,1,0,0,1,3,0,2,0,2,1,3,0,2,0,3,3,2,2,1,0,0,1,0
34,0,4,0,1,1,1,3,0,2,1,4,0,4,2,2,0,2,4,2,11,0,1,0,0,0
34,0,3,0,1,1,1,4,1,3,1,4,1,1,2,2,0,4,4,4,9,0,0,0,1,1
23,2,0,0,1,2,1,3,0,2,1,2,0,3,0,1,1,2,3,4,2,1,0,0,0,0
45,0,4,2,3,1,1,2,2,0,2,3,1,1,0,2,2,2,3,0,2,0,1,0,0,0
23,0,4,1,1,0,0,3,0,2,0,3,1,4,2,1,0,2,1,0,13,0,0,1,0,0
34,0,4,0,0,0,0,2,0,2,0,2,1,1,0,2,2,3,3,0,2,0,1,0,1,0
37,0,4,0,1,2,0,2,1,0,1,2,0,3,0,2,0,3,3,2,11,1,0,0,0,0
34,0,4,0,1,0,1,2,0,2,0,2,1,3,0,1,0,3,2,0,2,0,1,0,0,0
23,2,3,2,1,0,1,3,2,5,0,4,0,2,2,2,2,3,3,2,2,0,0,1,0,0
45,0,4,0,3,1,1,2,0,2,3,2,0,3,0,2,0,3,3,3,11,0,0,0,0,1
26,1,1,1,1,1,1,5,1,4,1,3,1,2,1,2,1,1,3,4,15,0,1,0,0,0
34,0,0,0,1,2,1,2,0,2,0,2,0,1,0,1,0,2,4,0,2,1,1,0,0,0
21,2,4,1,1,0,1,3,0,2,0,3,1,3,0,2,0,3,5,2,9,1,1,0,0,0
23,2,0,2,1,1,1,3,1,5,1,2,0,1,0,3,2,3,3,2,2,0,1,0,1,0
41,1,2,0,2,1,1,1,2,3,0,1,1,0,1,2,1,3,4,4,5,1,1,1,1,1
32,0,0,2,1,0,1,4,2,4,1,4,0,3,0,2,0,3,3,0,2,1,1,0,0,0
23,0,4,2,1,0,1,3,2,4,1,4,0,3,0,3,2,3,3,0,13,1,0,0,0,0
22,0,2,1,1,1,1,3,2,5,0,0,0,3,2,3,2,3,4,2,9,1,0,0,0,0
48,0,2,1,3,1,0,4,0,2,2,3,0,1,0,0,2,2,2,4,13,0,1,0,0,0
32,1,0,1,1,0,1,3,2,4,1,4,1,3,1,2,2,3,3,0,2,0,0,1,0,0
28,2,0,2,0,2,1,3,2,5,2,4,0,3,2,2,0,3,3,2,11,1,0,0,0,0
23,0,4,1,1,0,0,3,2,4,0,3,0,3,2,2,2,3,3,2,11,1,0,0,0,0
23,0,0,0,1,2,0,3,1,4,0,0,1,3,0,2,2,3,3,2,2,1,0,0,0,0
26,0,2,2,1,2,1,3,2,5,0,4,1,3,0,3,2,3,3,0,11,0,1,0,0,0
34,0,2,2,1,2,1,3,2,5,0,4,0,1,2,3,2,3,3,3,11,1,0,0,0,0
23,0,2,2,1,0,0,3,2,5,1,4,1,0,1,2,2,3,3,2,11,1,0,0,0,0
22,0,4,2,0,0,1,3,2,5,1,4,1,3,2,2,2,3,3,2,11,0,1,0,0,0
32,2,3,2,1,2,1,3,2,1,0,4,0,3,2,2,2,3,4,2,11,0,1,0,0,0
47,0,3,0,2,2,1,2,1,3,2,4,1,1,1,2,2,2,3,3,13,0,1,0,0,0
22,0,0,2,1,2,1,3,2,5,0,4,0,3,1,2,2,3,3,2,11,1,0,0,0,0
47,1,0,0,1,0,1,2,1,3,0,2,0,1,0,2,1,2,2,0,9,0,1,0,1,1
22,0,0,0,2,1,1,1,1,5,1,2,0,0,1,0,2,2,1,0,2,1,1,1,1,1
45,2,3,2,3,3,0,5,2,1,3,1,0,2,2,4,2,5,5,3,9,1,0,1,0,0
21,1,1,2,3,3,0,4,2,4,0,3,0,4,0,3,2,4,4,4,13,0,0,0,0,1
27,2,0,0,0,2,1,2,0,2,1,2,1,0,0,1,1,2,2,4,9,1,1,0,0,0
37,1,1,2,1,1,1,1,2,5,0,4,1,0,2,1,2,2,1,4,2,0,0,1,1,1
33,0,2,0,0,2,1,1,1,0,0,2,1,1,1,1,0,3,2,4,11,1,1,1,1,1
22,2,4,0,0,2,0,3,0,2,0,2,0,3,0,1,0,2,3,2,2,1,0,0,0,0
25,1,0,0,2,0,1,3,0,2,0,2,0,1,0,2,0,3,3,4,9,0,1,0,1,0
28,0,0,1,2,1,1,1,1,3,1,2,0,1,1,0,1,1,1,2,2,1,1,1,1,1
17,2,0,0,3,0,0,3,0,2,0,1,0,2,2,4,2,5,5,3,13,0,1,0,1,1
16,1,3,0,3,1,0,4,0,2,0,3,0,0,0,3,0,4,4,3,2,0,1,0,0,1
32,1,1,1,2,1,1,1,2,3,0,2,0,1,2,1,2,2,1,4,2,1,0,1,0,1
27,0,3,0,0,2,1,1,1,5,0,2,0,0,0,0,0,2,2,4,9,1,1,1,1,0
18,0,0,0,1,1,1,2,0,2,2,2,1,0,2,0,0,2,2,0,13,1,1,1,0,0
37,1,1,0,3,3,0,3,0,2,0,1,0,0,2,3,1,4,4,4,9,0,0,0,0,1
28,1,3,1,1,2,1,1,0,2,3,4,1,0,1,1,2,3,3,2,9,0,1,0,0,0
48,0,1,2,3,2,0,5,1,0,1,3,0,3,1,2,1,3,2,0,13,1,0,0,0,0
50,0,2,1,2,3,1,3,1,5,1,0,1,1,1,1,1,3,3,4,9,0,0,0,1,0
24,0,0,0,1,1,1,1,1,5,0,4,1,0,1,2,2,3,2,0,16,0,1,0,1,0
40,0,0,0,1,2,0,1,0,2,1,4,0,2,2,4,2,3,4,2,9,1,1,0,0,1
25,0,2,0,2,0,1,1,1,0,2,0,1,0,1,0,1,1,3,1,11,1,1,0,1,0
31,1,4,0,2,1,1,4,1,0,0,4,1,0,1,1,1,3,1,0,9,1,0,0,1,1
18,0,3,0,0,1,1,2,0,2,0,0,1,0,1,0,1,5,3,3,13,0,1,0,0,0
26,0,4,1,0,2,1,1,1,3,1,4,1,1,1,0,1,1,1,4,9,1,0,0,0,0
16,0,1,0,0,1,1,1,1,3,3,3,1,0,2,0,2,3,3,4,9,0,1,0,1,0
18,1,4,2,2,2,0,3,0,2,1,4,0,1,0,2,0,3,2,0,11,1,1,0,0,0
40,1,1,0,1,1,1,3,0,2,1,2,0,1,0,1,0,2,2,0,9,0,0,0,1,1
19,0,0,1,2,1,1,1,2,3,1,2,1,0,1,0,1,1,1,4,2,1,1,0,0,0
16,2,0,2,1,0,1,2,1,5,0,2,0,1,2,1,0,1,1,3,13,1,1,1,1,1
43,1,1,0,3,1,1,3,2,5,1,4,0,3,2,0,2,3,2,4,2,0,0,1,1,0
25,2,4,0,0,2,1,3,2,5,0,2,0,3,0,3,0,2,3,0,11,0,1,0,1,1
22,0,3,2,2,1,1,1,2,5,1,4,1,1,1,0,2,2,1,0,9,1,1,0,0,1
17,2,3,2,0,2,0,3,0,2,0,2,0,1,2,3,2,4,4,4,2,0,1,0,0,1
34,1,1,2,2,1,1,1,1,3,0,2,1,0,2,0,1,1,1,0,2,1,1,1,1,1
30,2,0,2,0,3,0,4,2,5,2,2,0,1,2,1,2,4,3,3,11,1,1,0,1,1
31,2,3,2,1,0,0,3,0,2,0,4,1,3,2,3,0,2,2,4,11,0,0,0,1,0
31,0,0,2,1,2,1,3,0,2,0,2,0,1,0,1,0,2,2,0,13,0,1,0,1,0
34,2,2,1,2,1,1,1,1,0,2,0,1,0,1,4,1,5,5,4,9,1,0,0,0,0
26,0,3,0,1,2,1,1,1,0,2,2,1,1,1,0,1,1,3,3,9,0,1,0,0,0
26,1,3,1,2,1,1,1,2,5,1,4,1,0,1,0,2,1,1,2,2,1,1,1,1,1
24,2,1,2,3,3,0,4,2,4,0,3,0,4,0,3,2,4,4,2,2,0,1,0,0,1
26,0,3,0,1,2,1,3,2,4,0,3,0,4,2,3,0,4,3,0,2,1,1,0,1,1
29,1,1,2,1,1,1,1,1,5,0,3,0,1,2,2,2,2,1,2,11,1,0,1,1,0
37,2,0,1,2,0,0,2,1,5,0,4,0,3,2,2,0,3,2,3,9,1,1,0,0,0
34,2,0,2,1,0,0,3,2,3,0,2,0,1,1,2,0,3,3,3,2,0,1,0,0,0
31,0,3,1,1,1,1,1,2,3,1,2,0,0,1,1,2,3,1,0,2,1,1,1,1,1
27,1,2,0,0,2,0,3,1,0,0,2,0,1,1,1,1,2,2,2,2,1,1,0,0,0
23,1,3,2,0,2,0,3,0,2,1,4,0,3,0,1,1,1,2,4,9,0,1,0,1,1
21,2,3,2,0,2,0,3,2,0,1,2,1,0,1,1,0,2,2,4,2,1,0,0,1,1
53,1,1,1,1,1,1,2,1,3,1,2,0,1,2,0,2,2,1,4,2,0,0,1,1,0
26,2,3,0,1,1,1,2,2,3,0,2,1,3,1,2,2,2,2,0,13,1,1,1,0,1
28,2,0,2,0,2,0,3,0,2,0,2,0,1,2,1,1,2,2,0,2,1,1,0,1,0
47,0,3,1,2,1,1,3,2,5,1,4,1,3,2,1,2,3,2,0,2,1,1,1,1,1
37,2,4,1,2,1,1,1,1,0,1,2,1,0,1,1,0,2,2,0,9,0,1,0,1,1
37,2,4,2,1,0,1,1,0,2,1,2,1,0,0,2,0,1,1,2,13,1,0,1,0,1
39,1,1,1,1,1,1,3,2,5,1,2,1,4,2,4,2,3,2,0,13,1,1,1,1,1
40,2,0,0,0,2,0,3,0,2,1,4,0,1,2,1,0,2,3,4,2,0,1,1,0,0
23,0,0,2,0,1,1,1,1,3,1,1,1,1,1,1,0,2,1,3,13,1,0,1,0,0
25,2,0,0,1,1,1,2,2,3,1,4,1,1,1,1,0,2,2,2,9,0,1,0,1,1
34,0,2,1,2,1,1,5,1,0,0,0,1,4,2,4,2,4,1,0,2,1,1,0,0,0
26,0,0,0,1,1,1,2,1,3,0,4,0,3,2,1,2,2,2,0,13,0,1,1,1,1
31,2,4,0,2,1,0,3,2,5,0,3,1,1,0,3,0,2,3,2,2,0,1,0,1,1
26,0,0,2,3,2,1,4,0,2,1,4,0,3,2,3,0,2,2,4,9,0,1,0,1,0
34,0,0,2,0,2,1,3,2,5,0,2,1,3,0,1,2,3,3,2,2,1,1,1,1,1
18,0,0,1,2,1,1,3,2,3,1,4,0,3,2,2,2,3,1,4,2,1,1,0,0,0
40,1,0,2,0,3,1,3,0,2,2,2,0,1,2,1,1,2,2,2,2,1,1,1,0,0
42,0,0,0,1,1,0,3,2,3,0,3,0,3,0,2,2,4,2,2,2,0,1,0,1,1
35,2,3,2,2,1,1,1,2,5,0,4,1,1,2,0,2,2,1,0,2,1,1,1,1,1
37,1,3,0,1,0,0,3,1,3,1,4,0,3,0,1,2,2,2,4,2,0,1,0,1,1
46,1,1,2,3,3,0,4,2,1,3,3,0,4,2,3,2,4,4,2,9,0,0,0,1,1
24,2,0,2,1,1,1,5,2,3,1,4,0,4,2,4,2,4,2,0,3,1,1,0,0,0
35,2,3,0,1,0,1,3,0,2,1,2,1,1,0,1,0,3,2,0,9,1,0,1,0,0
46,0,3,2,1,0,0,2,2,5,1,2,0,1,2,1,0,2,2,0,13,1,1,1,1,0
32,2,3,1,2,1,1,2,2,5,1,4,0,1,2,1,2,2,1,2,2,1,1,1,1,1
35,0,0,2,2,1,1,2,0,2,2,2,0,1,2,1,0,2,2,2,2,1,1,0,1,0
36,0,0,1,1,0,1,2,0,2,0,4,0,1,0,1,2,2,1,4,11,1,1,0,1,0
15,0,2,0,2,1,1,3,0,2,2,2,0,1,0,0,1,2,2,4,9,1,1,0,1,0
43,2,1,2,3,1,1,1,2,5,1,4,0,0,1,0,2,3,1,0,7,0,0,1,1,1
20,2,2,2,2,2,0,3,1,3,1,2,1,1,0,3,0,2,2,2,9,1,1,0,1,1
34,0,2,2,2,2,1,2,2,5,0,4,0,1,2,1,0,1,1,3,9,1,1,0,1,0
34,1,1,1,0,1,1,3,2,5,1,2,0,3,2,0,2,3,1,0,2,1,1,1,1,1
47,0,0,0,2,2,1,1,2,5,1,2,0,1,0,1,0,3,2,4,13,1,1,0,1,1
25,0,0,1,1,0,1,3,1,3,1,4,0,3,0,1,0,4,3,2,13,0,1,0,1,1
21,2,3,2,2,1,1,1,2,5,1,4,0,0,1,2,2,1,1,0,2,1,1,0,0,0
24,2,3,0,0,2,1,2,0,2,1,4,0,3,0,2,0,1,1,0,2,0,1,0,1,0
36,0,0,1,0,2,0,3,0,2,0,2,1,4,2,1,1,2,1,2,2,1,1,1,0,0
46,1,0,0,0,0,1,3,0,2,0,4,1,1,1,0,2,3,2,2,11,0,1,0,1,0
27,1,3,2,0,1,1,1,1,3,1,2,1,0,1,0,0,5,1,0,2,1,1,0,1,0
25,1,0,0,0,0,0,2,0,2,1,4,0,1,2,1,2,3,1,4,9,0,1,0,1,0
43,1,4,2,1,1,1,1,1,0,1,4,0,3,0,1,2,5,2,4,2,1,1,0,1,0
32,2,2,2,1,1,1,1,2,3,1,4,0,0,2,0,1,2,1,0,2,1,1,0,0,0
18,1,4,2,1,2,1,2,0,2,3,2,0,1,2,2,2,3,3,2,11,0,1,0,1,0
45,0,2,0,0,2,0,3,2,1,2,4,0,3,0,2,0,2,3,2,11,1,1,0,1,0
25,2,3,1,1,1,1,1,1,3,1,2,0,0,1,0,1,2,1,2,11,1,1,0,0,1
45,1,1,2,0,0,1,2,0,2,0,4,0,3,2,1,0,2,3,2,2,0,1,0,1,0
32,0,4,2,1,0,1,2,2,3,1,4,1,3,0,1,0,3,2,2,2,1,1,1,1,1
42,0,3,2,0,1,1,1,2,0,2,2,1,1,1,0,0,2,2,4,2,1,1,1,1,1
35,0,2,0,0,2,0,4,2,5,0,2,0,3,2,2,0,3,4,2,2,0,1,0,1,0
35,0,0,0,0,3,0,4,2,3,1,4,1,3,2,3,2,4,3,0,2,0,1,1,1,1
52,1,2,1,1,1,1,2,2,0,1,0,1,1,2,2,2,1,1,3,13,1,0,1,0,1
24,0,1,0,3,2,1,1,1,5,1,3,1,0,1,3,1,1,3,0,9,0,0,0,1,0
28,0,4,0,1,1,0,2,1,3,1,4,0,1,1,1,0,3,2,4,9,1,1,0,1,0
33,0,2,0,2,1,1,2,1,3,1,4,0,1,1,1,1,2,2,3,9,1,1,0,1,0
23,0,1,2,3,1,1,3,2,4,0,1,1,1,2,3,2,5,5,4,9,1,1,0,1,0
21,0,1,1,0,1,1,2,1,5,0,3,0,1,1,0,1,2,2,3,9,1,1,0,0,0
34,0,0,0,0,2,0,3,0,2,1,4,0,3,0,0,0,3,3,2,11,0,0,0,1,0
23,2,3,0,0,0,1,2,0,2,1,4,0,3,0,2,2,2,2,0,2,0,1,0,0,0
34,2,0,2,3,3,1,3,0,2,1,4,1,3,0,1,2,2,5,3,13,1,0,0,0,0
34,0,4,0,1,0,1,3,0,2,0,4,0,1,1,1,2,2,2,0,11,0,0,0,1,0
25,0,1,2,3,2,0,3,2,4,1,1,0,2,2,2,2,3,3,2,13,0,0,0,0,1
32,1,1,2,3,2,0,1,0,2,0,1,0,1,1,1,2,2,2,4,2,0,0,0,0,1
24,0,0,1,1,1,0,1,1,3,3,4,1,0,1,1,1,2,2,4,9,0,0,0,1,0
34,0,0,2,0,2,1,3,2,4,0,3,0,2,2,4,0,1,3,2,11,0,1,0,0,0
44,1,4,2,1,2,0,3,2,5,0,4,1,3,2,2,2,3,3,2,11,1,0,0,0,0
23,0,4,2,1,0,1,2,2,5,0,3,1,1,2,1,0,2,1,4,2,1,1,0,1,0
23,0,0,2,3,2,0,3,0,2,1,2,1,1,0,2,0,4,2,2,2,0,1,0,0,0
34,0,4,2,0,1,1,4,2,3,1,4,1,3,2,2,0,2,2,2,11,1,0,0,0,0
23,0,4,1,2,0,0,3,0,2,1,2,1,3,0,2,1,1,4,0,11,1,1,0,0,0
36,0,3,0,1,2,1,3,1,5,1,4,0,3,1,2,1,3,2,3,9,0,0,0,1,0
24,0,0,2,2,1,1,2,1,5,0,2,1,3,0,2,0,3,3,0,2,1,1,1,1,1
21,0,4,0,1,0,1,4,1,3,2,0,1,0,1,2,1,3,3,2,11,1,1,0,0,1
21,0,0,2,1,2,1,3,1,3,1,4,1,1,1,1,1,2,2,0,2,0,1,0,0,0
45,1,3,2,2,1,1,3,2,0,1,2,1,3,1,1,0,3,2,0,9,0,1,0,0,0
21,0,4,2,0,0,1,2,2,3,1,2,0,3,0,1,2,2,2,0,2,1,0,0,0,0
23,0,4,1,1,2,0,3,2,3,1,4,1,1,1,1,2,2,2,2,11,0,1,0,0,0
21,0,4,1,0,1,0,2,0,2,0,3,1,1,1,2,2,1,1,2,11,1,0,1,1,0
34,0,3,2,1,2,1,2,2,3,0,4,1,1,2,1,0,3,3,2,11,0,1,0,0,0
21,0,0,2,0,2,1,3,2,5,0,3,1,4,2,1,2,3,3,2,11,1,0,0,0,0
23,0,4,2,0,0,1,3,2,5,0,4,0,3,2,1,0,4,3,2,2,0,1,0,0,0
21,0,4,2,0,2,1,3,2,5,1,4,0,1,2,2,2,3,4,2,11,0,1,1,0,1
32,0,3,2,0,3,0,2,0,2,3,3,1,1,0,2,0,3,3,2,2,0,0,0,0,1
35,2,4,0,1,0,1,2,2,5,0,4,0,3,2,3,2,3,2,0,2,0,0,1,0,0
37,1,3,1,1,0,1,2,2,4,0,4,0,4,2,1,2,2,1,2,11,1,0,1,1,0
23,0,4,0,0,2,1,2,1,3,1,2,0,3,1,0,2,4,2,2,11,0,1,0,0,0
33,2,0,2,0,3,0,3,2,5,0,4,0,3,2,2,2,3,2,0,2,0,1,0,0,0
35,0,0,2,0,2,1,4,2,4,1,4,1,3,2,1,2,3,2,2,11,0,1,0,1,0
44,0,4,2,1,2,1,3,2,4,0,4,1,3,2,2,2,4,4,2,11,0,1,0,0,0
34,1,4,2,0,2,1,4,2,3,3,2,0,1,2,1,2,3,2,0,11,0,1,0,0,0
34,2,3,0,0,2,1,2,0,2,1,2,1,3,0,1,2,3,3,0,2,0,1,0,0,0
34,0,0,0,0,2,0,2,2,5,0,2,0,3,0,0,0,3,1,0,2,0,0,0,0,1
34,0,0,0,1,0,1,3,2,5,0,3,1,4,2,1,2,2,1,0,11,0,1,0,0,0
3,2,3,0,1,2,0,3,0,2,1,2,1,3,2,2,2,3,2,0,2,0,0,0,1,0
23,0,2,0,1,2,1,3,2,5,0,4,1,3,2,2,2,3,2,0,9,1,0,0,0,0
33,0,0,1,2,2,1,4,2,5,0,4,1,3,2,2,2,3,1,4,2,0,1,0,0,0
23,0,0,2,3,3,0,3,2,4,3,1,0,4,2,2,0,3,3,0,11,0,1,0,0,0
34,0,0,2,0,0,1,3,2,4,0,4,1,1,1,0,2,3,2,0,11,0,0,1,1,0
23,0,0,2,0,0,1,2,2,5,0,4,0,3,1,2,2,3,4,2,11,1,0,0,1,0
34,2,4,2,0,2,0,3,2,5,0,4,0,3,2,1,2,2,3,2,2,0,1,0,0,0
23,0,0,1,2,1,1,3,2,5,0,2,1,0,2,2,2,3,3,2,11,0,1,0,0,0
23,0,4,2,0,2,1,2,2,5,0,4,0,3,2,1,2,4,3,2,11,1,0,0,0,0
23,0,4,2,1,2,0,1,2,5,1,0,1,1,2,2,2,4,1,2,11,1,0,0,1,0
23,2,3,2,0,2,0,3,2,5,0,4,1,1,2,1,2,2,2,2,11,0,1,1,1,0
45,0,0,2,0,2,0,3,2,5,0,4,1,4,2,2,0,2,3,2,2,1,0,0,0,1
23,0,1,0,2,0,1,2,1,3,0,4,1,1,2,1,2,2,1,0,11,0,1,0,0,0
34,2,4,2,0,2,1,2,2,5,1,2,0,3,2,2,2,2,3,2,2,1,0,0,0,0
45,0,3,1,1,2,1,3,2,5,0,4,0,3,2,2,2,3,3,2,2,1,0,0,1,0
34,0,4,2,1,2,1,2,2,5,0,4,1,3,2,2,2,3,2,2,2,1,0,0,0,0
45,0,0,2,0,2,1,3,2,5,0,3,1,1,2,2,2,2,1,0,11,0,1,1,0,0
67,0,0,2,0,2,1,2,2,3,0,4,1,1,2,0,1,3,3,2,2,1,0,0,0,0
34,2,4,2,3,2,1,2,2,3,1,2,1,1,2,1,1,3,2,0,2,1,0,0,0,0
21,0,0,2,1,0,0,2,2,5,0,4,1,1,0,2,2,3,3,2,2,1,0,0,0,0
17,0,0,2,1,0,0,3,2,5,0,4,0,1,1,2,2,3,2,0,2,0,1,0,0,0
34,0,0,2,1,0,1,2,2,5,0,2,1,3,2,1,2,3,3,0,9,0,1,0,0,0
46,2,0,2,1,0,1,3,2,4,1,4,1,3,2,2,2,3,3,0,2,0,1,0,0,0
54,0,0,2,1,0,1,3,2,5,1,4,1,1,2,2,2,3,3,2,9,0,1,0,0,0
56,2,4,2,0,2,1,3,2,5,0,4,1,3,2,2,2,3,3,2,2,0,1,0,0,0
50,2,0,2,1,2,1,3,2,5,1,4,1,3,2,2,2,3,4,2,13,1,1,1,1,0
56,2,0,2,0,2,1,3,2,5,0,3,1,3,1,3,2,3,3,2,11,1,0,0,0,0
22,2,0,1,1,1,1,3,2,5,1,2,0,3,2,3,2,3,3,0,2,0,1,0,0,0
25,2,0,2,0,2,1,3,2,5,1,4,0,1,2,2,2,3,3,2,2,0,1,0,0,0
23,1,0,2,0,2,1,3,2,5,0,4,1,3,2,2,2,3,3,0,2,1,0,0,0,0
23,2,4,2,0,2,1,3,2,5,0,4,1,0,2,2,2,3,3,2,2,0,1,0,0,0
56,0,0,2,1,0,1,3,2,5,1,4,1,3,2,2,2,3,3,2,2,0,1,0,0,0
56,0,2,2,1,2,1,3,2,5,1,4,1,1,2,2,2,3,3,2,2,1,0,0,1,0
23,0,0,2,0,2,1,3,2,5,1,4,1,3,1,2,2,3,3,2,11,1,0,0,0,0
56,0,4,2,1,2,1,3,1,5,1,4,1,1,0,3,2,3,3,2,11,1,1,0,0,1
23,0,0,2,2,2,1,3,2,5,2,4,1,1,2,2,2,3,3,2,2,1,0,0,0,0
45,0,0,2,1,2,1,3,2,5,1,4,1,3,2,2,2,3,3,0,2,0,0,0,1,0
23,0,0,2,1,2,1,3,2,5,1,4,1,1,2,2,2,4,3,4,2,1,0,0,0,0
23,0,3,2,0,2,1,3,2,5,1,4,1,1,1,2,2,3,3,2,2,1,0,0,0,0
34,2,0,2,0,2,1,3,2,4,0,3,0,4,1,1,2,1,3,2,2,0,1,0,0,0
34,0,0,0,1,2,0,2,2,5,1,3,1,3,2,1,2,2,2,2,11,0,1,0,0,0
45,2,0,0,0,0,0,2,1,3,0,2,1,1,0,1,2,3,2,0,9,1,0,0,0,0
33,2,4,0,0,2,1,1,0,2,0,2,1,1,0,1,1,2,2,0,9,1,0,0,0,0
34,0,4,2,1,0,1,2,1,3,1,2,1,1,2,1,2,2,1,0,11,1,0,0,0,0
45,2,4,2,0,2,0,3,2,5,1,2,1,0,2,3,2,3,3,0,2,1,0,0,0,0
45,1,0,0,1,3,0,2,0,2,0,2,1,0,0,2,2,3,3,2,9,1,0,0,0,0
34,0,4,0,1,2,0,2,2,3,0,4,1,0,2,1,2,2,3,0,2,0,1,0,0,0
67,2,0,2,1,0,1,3,0,2,2,4,1,4,2,1,2,4,2,2,11,0,0,0,1,0
34,0,4,2,1,2,1,3,2,0,1,4,1,1,2,2,2,3,4,2,11,1,0,0,0,0
45,2,1,0,1,0,0,4,2,0,1,4,1,3,2,2,2,2,2,2,2,1,0,0,0,0
23,0,3,2,1,0,1,3,2,5,1,4,1,3,2,2,2,3,3,0,11,0,1,0,0,0
21,2,1,2,0,2,1,3,2,5,0,4,1,3,2,2,2,3,3,2,2,0,1,0,0,0
23,0,0,2,1,2,1,3,2,5,2,4,1,3,2,2,2,4,4,3,2,1,0,0,0,0
23,2,2,2,1,2,1,3,2,5,1,4,1,3,2,2,1,3,3,0,11,1,1,0,0,0
42,0,4,2,1,2,1,3,2,5,0,1,1,3,2,2,2,3,3,2,2,0,1,0,0,0
23,2,4,2,0,1,1,3,2,5,0,4,1,3,2,3,2,3,3,2,13,0,1,0,0,0
23,2,2,2,0,2,1,3,2,0,0,4,1,2,2,2,2,3,3,4,2,1,0,0,0,0
25,2,0,2,0,0,1,3,2,5,3,3,1,1,2,2,2,3,3,2,11,1,0,0,0,0
40,1,2,0,1,1,1,1,1,5,1,2,1,0,1,1,1,2,1,4,9,1,1,0,1,0
23,0,0,1,1,0,1,3,2,5,1,4,1,3,2,2,2,3,3,2,2,1,0,0,0,0
23,0,2,2,0,2,1,3,2,5,0,4,0,0,2,2,2,3,3,2,11,0,1,0,0,0
27,1,1,2,3,2,1,1,1,5,0,4,0,0,1,2,2,2,2,4,9,0,1,0,0,0
39,1,3,2,1,1,1,1,1,3,1,2,1,1,1,0,1,2,1,1,11,0,0,0,1,0
32,0,3,0,1,3,1,1,1,5,1,3,1,3,1,4,1,1,2,0,13,0,1,0,1,1
36,0,1,0,3,1,1,1,2,5,3,4,0,4,1,1,1,1,2,4,9,0,0,0,1,0
40,0,3,1,3,2,1,4,1,5,1,4,1,4,2,4,1,5,4,2,2,0,1,0,0,0
23,1,3,2,3,0,0,3,0,2,1,4,0,1,1,2,2,3,1,2,2,0,1,0,0,0
45,0,4,2,0,2,0,3,2,4,0,3,1,1,2,2,2,1,1,0,11,1,0,0,0,0
45,2,0,1,2,1,1,2,1,3,2,0,1,0,1,0,1,1,1,4,9,0,1,0,0,0
45,2,0,1,0,0,1,2,2,5,1,4,1,3,2,1,2,2,1,4,9,1,0,0,0,0
45,2,0,1,2,1,1,1,2,3,1,2,1,0,0,0,2,3,1,2,11,0,1,1,0,0
45,0,0,0,2,2,0,1,0,2,1,1,0,1,2,3,0,4,4,3,13,0,1,0,0,0
